sensor_id,timestamp,temperature
49929,2023-02-15 03,33
23265,2023-02-15 03,33
23915,2023-02-15 03,23
57322,2023-02-15 03,32
229470,2023-02-15 03,17
226892,2023-02-15 03,17
24256,2023-02-15 03,-39
32973,2023-02-15 03,24
23288,2023-02-15 03,29
226919,2023-02-15 03,17
225502,2023-02-15 03,17
226885,2023-02-15 03,17
230233,2023-02-15 03,17
225404,2023-02-15 03,17
230913,2023-02-15 03,16
225500,2023-02-15 03,16
225584,2023-02-15 03,16
226346,2023-02-15 03,16
226911,2023-02-15 03,16
226894,2023-02-15 03,16
231135,2023-02-15 03,16
226880,2023-02-15 03,16
228198,2023-02-15 03,16
229451,2023-02-15 03,16
230297,2023-02-15 03,16
233740,2023-02-15 03,15
226891,2023-02-15 03,15
24441,2023-02-15 04,32
54200,2023-02-15 04,33
25572,2023-02-15 04,24
228432,2023-02-15 04,15
225493,2023-02-15 04,15
25421,2023-02-15 04,32
37600,2023-02-15 04,33
23906,2023-02-15 04,33
23709,2023-02-15 04,23
25513,2023-02-15 04,32
37247,2023-02-15 04,22
27056,2023-02-15 04,33
29112,2023-02-15 04,32
25652,2023-02-15 04,33
23517,2023-02-15 04,28
49890,2023-02-15 04,27
23241,2023-02-15 04,34
23307,2023-02-15 04,33
48386,2023-02-15 04,34
23592,2023-02-15 04,26
226281,2023-02-15 04,15
29835,2023-02-15 04,32
49807,2023-02-15 04,25
46671,2023-02-15 04,28
50388,2023-02-15 04,24
23330,2023-02-15 04,32
234027,2023-02-15 04,15
24051,2023-02-15 04,30
26788,2023-02-15 04,9
54100,2023-02-15 04,36
54112,2023-02-15 04,31
23269,2023-02-15 04,33
23301,2023-02-15 04,34
228391,2023-02-15 04,15
54464,2023-02-15 04,34
55859,2023-02-15 04,14
23265,2023-02-15 04,33
23915,2023-02-15 04,23
57322,2023-02-15 04,32
49982,2023-02-15 04,21
229470,2023-02-15 04,15
24208,2023-02-15 04,25
24256,2023-02-15 04,18
226892,2023-02-15 04,15
32973,2023-02-15 04,23
23288,2023-02-15 04,28
226919,2023-02-15 04,14
225502,2023-02-15 04,15
49929,2023-02-15 04,33
24093,2023-02-15 04,24
226885,2023-02-15 04,15
230233,2023-02-15 04,14
225404,2023-02-15 04,14
225500,2023-02-15 04,13
225584,2023-02-15 04,14
226346,2023-02-15 04,13
226894,2023-02-15 04,14
231135,2023-02-15 04,14
226880,2023-02-15 04,14
228198,2023-02-15 04,14
229451,2023-02-15 04,14
230297,2023-02-15 04,13
228432,2023-02-15 05,13
225493,2023-02-15 05,13
24441,2023-02-15 05,32
49929,2023-02-15 05,33
37600,2023-02-15 05,33
23906,2023-02-15 05,33
49807,2023-02-15 05,25
54100,2023-02-15 05,36
25652,2023-02-15 05,33
25513,2023-02-15 05,32
24051,2023-02-15 05,31
23517,2023-02-15 05,28
24093,2023-02-15 05,23
48386,2023-02-15 05,34
25421,2023-02-15 05,32
23592,2023-02-15 05,27
24208,2023-02-15 05,25
37247,2023-02-15 05,22
23709,2023-02-15 05,23
23330,2023-02-15 05,32
23307,2023-02-15 05,32
46671,2023-02-15 05,28
25572,2023-02-15 05,24
27056,2023-02-15 05,33
50388,2023-02-15 05,23
29835,2023-02-15 05,32
49982,2023-02-15 05,20
26788,2023-02-15 05,8
32973,2023-02-15 05,22
54464,2023-02-15 05,34
29112,2023-02-15 05,32
49890,2023-02-15 05,27
54112,2023-02-15 05,31
23241,2023-02-15 05,34
55859,2023-02-15 05,13
57322,2023-02-15 05,33
23269,2023-02-15 05,33
228391,2023-02-15 05,13
23265,2023-02-15 05,33
229470,2023-02-15 05,12
23288,2023-02-15 05,28
226911,2023-02-15 05,13
233740,2023-02-15 05,12
230913,2023-02-15 05,13
226885,2023-02-15 05,13
230233,2023-02-15 05,12
23915,2023-02-15 05,23
23301,2023-02-15 05,34
54200,2023-02-15 05,33
24256,2023-02-15 05,17
225584,2023-02-15 05,11
226919,2023-02-15 05,11
226891,2023-02-15 05,12
226894,2023-02-15 05,11
234027,2023-02-15 05,12
226346,2023-02-15 05,11
228198,2023-02-15 05,12
229451,2023-02-15 05,12
230297,2023-02-15 05,11
225502,2023-02-15 05,11
228432,2023-02-15 06,11
225493,2023-02-15 06,11
24441,2023-02-15 06,32
23906,2023-02-15 06,33
54100,2023-02-15 06,36
25652,2023-02-15 06,33
25513,2023-02-15 06,32
24051,2023-02-15 06,30
23517,2023-02-15 06,28
226892,2023-02-15 06,11
23265,2023-02-15 06,33
225404,2023-02-15 06,10
29835,2023-02-15 06,32
48386,2023-02-15 06,35
54200,2023-02-15 06,33
37600,2023-02-15 06,33
231135,2023-02-15 06,11
49807,2023-02-15 06,24
25421,2023-02-15 06,32
23592,2023-02-15 06,27
23915,2023-02-15 06,22
24208,2023-02-15 06,25
37247,2023-02-15 06,22
23709,2023-02-15 06,22
49929,2023-02-15 06,33
23330,2023-02-15 06,32
23301,2023-02-15 06,34
23307,2023-02-15 06,32
46671,2023-02-15 06,29
25572,2023-02-15 06,23
226281,2023-02-15 06,10
27056,2023-02-15 06,33
50388,2023-02-15 06,21
226880,2023-02-15 06,11
23269,2023-02-15 06,33
24093,2023-02-15 06,22
49982,2023-02-15 06,19
26788,2023-02-15 06,8
32973,2023-02-15 06,21
54464,2023-02-15 06,34
29112,2023-02-15 06,32
49890,2023-02-15 06,26
54112,2023-02-15 06,31
23241,2023-02-15 06,34
55859,2023-02-15 06,13
57322,2023-02-15 06,32
24256,2023-02-15 06,16
228391,2023-02-15 06,11
229470,2023-02-15 06,10
225500,2023-02-15 06,10
23288,2023-02-15 06,27
226911,2023-02-15 06,11
233740,2023-02-15 06,10
230913,2023-02-15 06,11
226885,2023-02-15 06,11
230233,2023-02-15 06,10
225584,2023-02-15 06,10
226919,2023-02-15 06,9
226891,2023-02-15 06,10
226894,2023-02-15 06,10
234027,2023-02-15 06,10
226346,2023-02-15 06,9
228198,2023-02-15 06,10
229451,2023-02-15 06,10
230297,2023-02-15 06,9
225502,2023-02-15 06,10
228432,2023-02-15 07,9
225493,2023-02-15 07,9
24441,2023-02-15 07,32
23906,2023-02-15 07,33
54100,2023-02-15 07,35
25652,2023-02-15 07,33
25513,2023-02-15 07,32
24051,2023-02-15 07,30
23517,2023-02-15 07,27
226892,2023-02-15 07,9
23265,2023-02-15 07,33
225404,2023-02-15 07,8
29835,2023-02-15 07,32
54200,2023-02-15 07,33
48386,2023-02-15 07,35
37600,2023-02-15 07,32
231135,2023-02-15 07,9
49807,2023-02-15 07,24
25421,2023-02-15 07,32
23592,2023-02-15 07,26
23915,2023-02-15 07,22
24208,2023-02-15 07,24
37247,2023-02-15 07,21
23709,2023-02-15 07,22
49929,2023-02-15 07,33
23330,2023-02-15 07,32
23301,2023-02-15 07,34
23307,2023-02-15 07,32
46671,2023-02-15 07,28
25572,2023-02-15 07,23
226281,2023-02-15 07,8
27056,2023-02-15 07,33
226880,2023-02-15 07,9
50388,2023-02-15 07,21
23269,2023-02-15 07,34
24093,2023-02-15 07,21
49982,2023-02-15 07,19
26788,2023-02-15 07,7
32973,2023-02-15 07,20
54464,2023-02-15 07,34
29112,2023-02-15 07,31
49890,2023-02-15 07,25
54112,2023-02-15 07,31
23241,2023-02-15 07,34
55859,2023-02-15 07,12
57322,2023-02-15 07,32
24256,2023-02-15 07,15
228391,2023-02-15 07,9
229470,2023-02-15 07,9
225500,2023-02-15 07,8
23288,2023-02-15 07,25
226911,2023-02-15 07,9
233740,2023-02-15 07,9
230913,2023-02-15 07,9
226885,2023-02-15 07,9
230233,2023-02-15 07,8
225584,2023-02-15 07,8
226919,2023-02-15 07,8
226891,2023-02-15 07,8
226894,2023-02-15 07,8
234027,2023-02-15 07,8
226346,2023-02-15 07,7
228198,2023-02-15 07,8
229451,2023-02-15 07,8
230297,2023-02-15 07,8
225502,2023-02-15 07,8
23288,2023-02-15 08,26
228432,2023-02-15 08,7
225493,2023-02-15 08,8
24441,2023-02-15 08,31
23906,2023-02-15 08,33
54100,2023-02-15 08,36
25652,2023-02-15 08,33
25513,2023-02-15 08,31
24051,2023-02-15 08,30
23517,2023-02-15 08,27
226892,2023-02-15 08,8
23265,2023-02-15 08,33
225404,2023-02-15 08,7
29835,2023-02-15 08,32
48386,2023-02-15 08,35
54200,2023-02-15 08,33
37600,2023-02-15 08,33
231135,2023-02-15 08,8
49807,2023-02-15 08,24
25421,2023-02-15 08,32
23592,2023-02-15 08,26
23915,2023-02-15 08,21
24208,2023-02-15 08,24
37247,2023-02-15 08,21
23709,2023-02-15 08,21
49929,2023-02-15 08,33
23330,2023-02-15 08,32
23301,2023-02-15 08,34
23307,2023-02-15 08,32
46671,2023-02-15 08,28
25572,2023-02-15 08,21
226281,2023-02-15 08,7
27056,2023-02-15 08,33
226880,2023-02-15 08,7
50388,2023-02-15 08,20
23269,2023-02-15 08,34
24093,2023-02-15 08,21
49982,2023-02-15 08,18
26788,2023-02-15 08,6
32973,2023-02-15 08,18
54464,2023-02-15 08,34
29112,2023-02-15 08,31
49890,2023-02-15 08,24
54112,2023-02-15 08,31
23241,2023-02-15 08,34
55859,2023-02-15 08,11
57322,2023-02-15 08,33
24256,2023-02-15 08,-39
228391,2023-02-15 08,7
226911,2023-02-15 08,8
233740,2023-02-15 08,7
226885,2023-02-15 08,8
225584,2023-02-15 08,7
226894,2023-02-15 08,7
234027,2023-02-15 08,7
226346,2023-02-15 08,6
228198,2023-02-15 08,7
229451,2023-02-15 08,7
230297,2023-02-15 08,6
23307,2023-02-15 09,32
23288,2023-02-15 09,26
49982,2023-02-15 09,19
225493,2023-02-15 09,6
24441,2023-02-15 09,31
46671,2023-02-15 09,27
50388,2023-02-15 09,19
27056,2023-02-15 09,33
25513,2023-02-15 09,32
23330,2023-02-15 09,32
48386,2023-02-15 09,35
29835,2023-02-15 09,31
226892,2023-02-15 09,6
49807,2023-02-15 09,23
23265,2023-02-15 09,33
225500,2023-02-15 09,5
54112,2023-02-15 09,31
49890,2023-02-15 09,-46
29112,2023-02-15 09,31
23241,2023-02-15 09,34
57322,2023-02-15 09,33
55859,2023-02-15 09,10
231135,2023-02-15 09,6
37600,2023-02-15 09,33
54464,2023-02-15 09,34
230233,2023-02-15 09,6
226281,2023-02-15 09,6
32973,2023-02-15 09,17
23269,2023-02-15 09,34
49929,2023-02-15 09,33
23915,2023-02-15 09,20
24208,2023-02-15 09,24
234128,2023-02-15 09,6
26788,2023-02-15 09,6
23301,2023-02-15 09,34
226919,2023-02-15 09,6
228391,2023-02-15 09,6
24093,2023-02-15 09,19
25652,2023-02-15 09,33
25421,2023-02-15 09,32
23517,2023-02-15 09,27
225502,2023-02-15 09,6
54100,2023-02-15 09,36
54200,2023-02-15 09,33
25572,2023-02-15 09,21
23709,2023-02-15 09,20
23592,2023-02-15 09,26
37247,2023-02-15 09,20
24051,2023-02-15 09,30
226891,2023-02-15 09,6
226894,2023-02-15 09,5
226346,2023-02-15 09,5
228198,2023-02-15 09,5
229451,2023-02-15 09,5
230297,2023-02-15 09,5
226880,2023-02-15 09,5
233740,2023-02-15 09,5
230913,2023-02-15 09,6
24256,2023-02-15 09,13
234027,2023-02-15 09,5
229470,2023-02-15 09,5
226885,2023-02-15 09,6
23307,2023-02-15 10,33
49982,2023-02-15 10,20
54100,2023-02-15 10,36
225493,2023-02-15 10,5
24441,2023-02-15 10,31
50388,2023-02-15 10,18
27056,2023-02-15 10,33
25513,2023-02-15 10,32
54200,2023-02-15 10,34
25572,2023-02-15 10,22
46671,2023-02-15 10,27
23709,2023-02-15 10,20
23592,2023-02-15 10,25
23330,2023-02-15 10,32
37247,2023-02-15 10,19
49807,2023-02-15 10,22
23288,2023-02-15 10,25
24051,2023-02-15 10,31
23265,2023-02-15 10,33
225500,2023-02-15 10,4
54112,2023-02-15 10,30
49890,2023-02-15 10,24
29112,2023-02-15 10,31
23241,2023-02-15 10,34
57322,2023-02-15 10,33
55859,2023-02-15 10,10
231135,2023-02-15 10,5
37600,2023-02-15 10,33
54464,2023-02-15 10,34
226281,2023-02-15 10,4
32973,2023-02-15 10,17
49929,2023-02-15 10,33
23269,2023-02-15 10,34
48386,2023-02-15 10,35
23915,2023-02-15 10,21
24208,2023-02-15 10,23
29835,2023-02-15 10,31
234128,2023-02-15 10,5
26788,2023-02-15 10,6
23301,2023-02-15 10,34
226919,2023-02-15 10,4
228391,2023-02-15 10,5
24093,2023-02-15 10,18
25652,2023-02-15 10,33
25421,2023-02-15 10,32
23517,2023-02-15 10,27
225404,2023-02-15 10,4
226911,2023-02-15 10,5
226892,2023-02-15 10,5
225502,2023-02-15 10,5
225584,2023-02-15 10,4
230233,2023-02-15 10,4
228432,2023-02-15 10,5
226891,2023-02-15 10,5
226894,2023-02-15 10,4
226346,2023-02-15 10,4
228198,2023-02-15 10,4
229451,2023-02-15 10,4
230297,2023-02-15 10,4
226880,2023-02-15 10,4
233740,2023-02-15 10,4
230913,2023-02-15 10,5
24256,2023-02-15 10,12
234027,2023-02-15 10,4
229470,2023-02-15 10,4
226885,2023-02-15 10,5
23307,2023-02-15 11,33
49982,2023-02-15 11,18
54100,2023-02-15 11,36
225493,2023-02-15 11,4
24441,2023-02-15 11,31
50388,2023-02-15 11,17
27056,2023-02-15 11,33
25513,2023-02-15 11,32
54200,2023-02-15 11,34
25572,2023-02-15 11,20
46671,2023-02-15 11,27
23709,2023-02-15 11,20
23592,2023-02-15 11,24
23330,2023-02-15 11,32
37247,2023-02-15 11,20
49807,2023-02-15 11,21
23288,2023-02-15 11,25
24051,2023-02-15 11,30
23265,2023-02-15 11,34
225500,2023-02-15 11,3
54112,2023-02-15 11,30
49890,2023-02-15 11,25
29112,2023-02-15 11,30
23241,2023-02-15 11,34
57322,2023-02-15 11,33
55859,2023-02-15 11,9
231135,2023-02-15 11,4
37600,2023-02-15 11,33
54464,2023-02-15 11,34
226281,2023-02-15 11,4
32973,2023-02-15 11,16
23269,2023-02-15 11,34
49929,2023-02-15 11,33
48386,2023-02-15 11,35
23915,2023-02-15 11,20
24208,2023-02-15 11,23
29835,2023-02-15 11,31
234128,2023-02-15 11,4
26788,2023-02-15 11,5
23301,2023-02-15 11,34
226919,2023-02-15 11,3
228391,2023-02-15 11,4
24093,2023-02-15 11,18
25652,2023-02-15 11,34
25421,2023-02-15 11,32
23517,2023-02-15 11,27
225404,2023-02-15 11,3
226911,2023-02-15 11,4
226892,2023-02-15 11,4
225502,2023-02-15 11,4
225584,2023-02-15 11,4
230233,2023-02-15 11,3
228432,2023-02-15 11,4
226891,2023-02-15 11,4
226894,2023-02-15 11,3
226346,2023-02-15 11,3
228198,2023-02-15 11,3
229451,2023-02-15 11,3
230297,2023-02-15 11,3
226880,2023-02-15 11,3
233740,2023-02-15 11,3
230913,2023-02-15 11,4
24256,2023-02-15 11,11
234027,2023-02-15 11,3
229470,2023-02-15 11,3
226885,2023-02-15 11,4
23307,2023-02-15 12,33
49982,2023-02-15 12,20
54100,2023-02-15 12,36
225493,2023-02-15 12,3
24441,2023-02-15 12,31
50388,2023-02-15 12,16
27056,2023-02-15 12,33
25513,2023-02-15 12,32
54200,2023-02-15 12,34
25572,2023-02-15 12,21
23330,2023-02-15 12,32
23288,2023-02-15 12,23
24051,2023-02-15 12,30
23265,2023-02-15 12,33
225500,2023-02-15 12,2
54112,2023-02-15 12,30
49890,2023-02-15 12,23
29112,2023-02-15 12,31
23241,2023-02-15 12,34
57322,2023-02-15 12,33
55859,2023-02-15 12,8
231135,2023-02-15 12,3
37600,2023-02-15 12,33
54464,2023-02-15 12,34
226281,2023-02-15 12,3
32973,2023-02-15 12,15
49929,2023-02-15 12,33
23269,2023-02-15 12,34
48386,2023-02-15 12,35
23915,2023-02-15 12,20
24208,2023-02-15 12,23
234128,2023-02-15 12,3
26788,2023-02-15 12,5
23301,2023-02-15 12,34
226919,2023-02-15 12,3
228391,2023-02-15 12,3
24093,2023-02-15 12,16
25652,2023-02-15 12,33
25421,2023-02-15 12,32
23517,2023-02-15 12,27
225404,2023-02-15 12,3
37247,2023-02-15 12,18
29835,2023-02-15 12,31
46671,2023-02-15 12,26
23709,2023-02-15 12,19
49807,2023-02-15 12,22
23592,2023-02-15 12,24
226911,2023-02-15 12,3
226892,2023-02-15 12,3
225502,2023-02-15 12,3
225584,2023-02-15 12,3
228432,2023-02-15 12,3
226891,2023-02-15 12,3
226894,2023-02-15 12,3
226346,2023-02-15 12,2
228198,2023-02-15 12,3
230297,2023-02-15 12,2
24256,2023-02-15 12,11
54200,2023-02-15 13,34
225493,2023-02-15 13,2
54112,2023-02-15 13,29
49890,2023-02-15 13,22
23241,2023-02-15 13,34
29112,2023-02-15 13,30
32973,2023-02-15 13,14
25513,2023-02-15 13,32
27056,2023-02-15 13,33
23592,2023-02-15 13,22
23265,2023-02-15 13,33
225500,2023-02-15 13,2
23307,2023-02-15 13,33
49982,2023-02-15 13,21
23301,2023-02-15 13,34
37600,2023-02-15 13,33
48386,2023-02-15 13,35
25421,2023-02-15 13,32
24441,2023-02-15 13,31
29835,2023-02-15 13,31
49807,2023-02-15 13,21
23269,2023-02-15 13,34
25572,2023-02-15 13,-39
234128,2023-02-15 13,2
23330,2023-02-15 13,32
50388,2023-02-15 13,16
46671,2023-02-15 13,26
26788,2023-02-15 13,5
228391,2023-02-15 13,2
24093,2023-02-15 13,16
225404,2023-02-15 13,2
226281,2023-02-15 13,2
226911,2023-02-15 13,2
226892,2023-02-15 13,3
225584,2023-02-15 13,2
228432,2023-02-15 13,2
231135,2023-02-15 13,2
23915,2023-02-15 13,20
49929,2023-02-15 13,33
24208,2023-02-15 13,23
225502,2023-02-15 13,2
229470,2023-02-15 13,2
230233,2023-02-15 13,2
233740,2023-02-15 13,2
226880,2023-02-15 13,2
226891,2023-02-15 13,2
230913,2023-02-15 13,2
226885,2023-02-15 13,3
229451,2023-02-15 13,2
226894,2023-02-15 13,2
230297,2023-02-15 13,2
228198,2023-02-15 13,2
226919,2023-02-15 13,2
54200,2023-02-15 14,34
225493,2023-02-15 14,2
54112,2023-02-15 14,30
49890,2023-02-15 14,22
23241,2023-02-15 14,34
29112,2023-02-15 14,30
32973,2023-02-15 14,16
25513,2023-02-15 14,32
226346,2023-02-15 14,2
27056,2023-02-15 14,33
23592,2023-02-15 14,23
23265,2023-02-15 14,33
225500,2023-02-15 14,2
23915,2023-02-15 14,20
23307,2023-02-15 14,33
49929,2023-02-15 14,33
49982,2023-02-15 14,19
23301,2023-02-15 14,34
24208,2023-02-15 14,24
37600,2023-02-15 14,33
48386,2023-02-15 14,35
25421,2023-02-15 14,32
29835,2023-02-15 14,31
49807,2023-02-15 14,21
23269,2023-02-15 14,34
25572,2023-02-15 14,20
234128,2023-02-15 14,2
23330,2023-02-15 14,32
50388,2023-02-15 14,16
46671,2023-02-15 14,26
26788,2023-02-15 14,4
24441,2023-02-15 14,30
228391,2023-02-15 14,2
24093,2023-02-15 14,16
225404,2023-02-15 14,2
234027,2023-02-15 14,2
226281,2023-02-15 14,2
226911,2023-02-15 14,2
226892,2023-02-15 14,2
225584,2023-02-15 14,2
228432,2023-02-15 14,2
231135,2023-02-15 14,2
24256,2023-02-15 14,10
225502,2023-02-15 14,2
229470,2023-02-15 14,2
230233,2023-02-15 14,2
233740,2023-02-15 14,2
226880,2023-02-15 14,2
226891,2023-02-15 14,2
230913,2023-02-15 14,2
226885,2023-02-15 14,2
229451,2023-02-15 14,2
226894,2023-02-15 14,2
230297,2023-02-15 14,2
228198,2023-02-15 14,2
226919,2023-02-15 14,2
54200,2023-02-15 15,34
225493,2023-02-15 15,2
54112,2023-02-15 15,31
49890,2023-02-15 15,21
23241,2023-02-15 15,34
29112,2023-02-15 15,30
32973,2023-02-15 15,14
25513,2023-02-15 15,32
226346,2023-02-15 15,1
27056,2023-02-15 15,33
23592,2023-02-15 15,23
23265,2023-02-15 15,33
225500,2023-02-15 15,1
23915,2023-02-15 15,19
23307,2023-02-15 15,33
49929,2023-02-15 15,33
49982,2023-02-15 15,20
23301,2023-02-15 15,34
24208,2023-02-15 15,23
37600,2023-02-15 15,33
48386,2023-02-15 15,35
25421,2023-02-15 15,32
29835,2023-02-15 15,31
49807,2023-02-15 15,20
23269,2023-02-15 15,34
25572,2023-02-15 15,19
234128,2023-02-15 15,2
23330,2023-02-15 15,32
50388,2023-02-15 15,15
46671,2023-02-15 15,25
26788,2023-02-15 15,4
24441,2023-02-15 15,30
228391,2023-02-15 15,2
24093,2023-02-15 15,16
225404,2023-02-15 15,1
234027,2023-02-15 15,2
226281,2023-02-15 15,2
226911,2023-02-15 15,2
226892,2023-02-15 15,2
225584,2023-02-15 15,1
228432,2023-02-15 15,2
231135,2023-02-15 15,2
24256,2023-02-15 15,10
225502,2023-02-15 15,2
229470,2023-02-15 15,2
230233,2023-02-15 15,1
233740,2023-02-15 15,2
226880,2023-02-15 15,2
226891,2023-02-15 15,2
230913,2023-02-15 15,2
226885,2023-02-15 15,2
229451,2023-02-15 15,2
226894,2023-02-15 15,2
230297,2023-02-15 15,2
228198,2023-02-15 15,2
226919,2023-02-15 15,2
54200,2023-02-15 16,34
225493,2023-02-15 16,2
54112,2023-02-15 16,30
49890,2023-02-15 16,21
23241,2023-02-15 16,34
29112,2023-02-15 16,30
32973,2023-02-15 16,14
25513,2023-02-15 16,31
226346,2023-02-15 16,2
27056,2023-02-15 16,33
23592,2023-02-15 16,23
23265,2023-02-15 16,33
225500,2023-02-15 16,2
23915,2023-02-15 16,19
23307,2023-02-15 16,33
49929,2023-02-15 16,33
